,source,text,positive_words,negative_words,negative_adverbs,punctuation_sum,punctuation_exclamation,negation,positive_rating,class
1992,amazon,Lasted one day and then blew up.,0,0,0,1,0,0,0,0

1993,amazon,disappointed.,0,1,0,1,0,0,0,0

1994,amazon,Kind of flops around.,0,0,0,1,0,0,0,0

1995,amazon,The screen does get smudged easily because it touches your ear and face.,0,1,0,1,0,0,0,0

1996,amazon,What a piece of junk.. I lose more calls on this phone.,0,2,0,3,0,0,0,0

1997,amazon,Item Does Not Match Picture.,0,0,0,1,0,1,0,0

1998,amazon,The only thing that disappoint me is the infra red port (irda).,0,1,0,1,0,0,0,0

1999,amazon,'You can not answer calls with the unit, never worked once!',1,0,0,2,1,2,0,0

2000,imdb,'A very, very, very slow-moving, aimless movie about a distressed, drifting young man.',0,3,0,5,0,0,0,0

2001,imdb,'Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.',0,1,0,2,0,1,0,0

2002,imdb,'Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.',1,4,0,2,0,0,0,0

2003,imdb,Very little music or anything to speak of.,0,0,1,1,0,0,0,0

2004,imdb,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.,1,0,0,1,0,0,0,1

2005,imdb,'The rest of the movie lacks art, charm, meaning... If it"s about emptiness, it works I guess because it"s empty.',2,2,0,7,0,0,0,0

2006,imdb,Wasted two hours.,0,1,0,1,0,0,0,0

2007,imdb,'Saw the movie today and thought it was a good effort, good messages for kids.',2,0,0,2,0,0,0,1

2008,imdb,A bit predictable.,0,0,0,1,0,0,0,0

2009,imdb,Loved the casting of Jimmy Buffet as the science teacher.,1,0,0,1,0,0,0,1

2010,imdb,And those baby owls were adorable.,1,0,0,1,0,0,0,1

2011,imdb,'The movie showed a lot of Florida at it"s best, made it look very appealing.',2,0,0,2,0,0,0,1

2012,imdb,The Songs Were The Best And The Muppets Were So Hilarious.,2,0,0,1,0,0,0,1

2013,imdb,It Was So Cool.,1,0,0,1,0,0,0,1

2014,imdb,This is a very "right on case" movie that delivers everything almost right in your face.,1,0,0,1,0,0,0,1

2015,imdb,'It had some average acting from the main person, and it was a low budget as you clearly can see.',1,0,0,2,0,0,0,0

2016,imdb,'This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.',1,1,0,2,0,0,0,1

2017,imdb,'I"ll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.',1,0,0,7,0,0,0,1

2018,imdb,It"s practically perfect in all of them  a true masterpiece in a sea of faux "masterpieces.,2,0,0,1,0,0,0,1

2019,imdb," The structure of this film is easily the most tightly constructed in the history of cinema.,0,0,0,1,0,0,0,1

2020,imdb,I can think of no other film where something vitally important occurs every other minute.,1,0,0,1,0,1,0,1

2021,imdb,'In other words, the content level of this film is enough to easily fill a dozen other films.',1,0,0,2,0,0,0,1

2022,imdb,How can anyone in their right mind ask for anything more from a movie than this?,1,0,0,1,0,0,0,1

2023,imdb,'It"s quite simply the highest, most superlative form of cinema imaginable.',0,0,0,2,0,0,0,1

2024,imdb,'Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.',2,0,0,3,0,0,0,1

2025,imdb,This short film certainly pulls no punches.,0,0,0,1,0,1,0,0

2026,imdb,Graphics is far from the best part of the game.,1,0,0,1,0,0,0,0

2027,imdb,This is the number one best TH game in the series.,1,0,0,1,0,0,0,1

2028,imdb,It deserves strong love.,2,0,0,1,0,0,0,1

2029,imdb,It is an insane game.,0,1,0,1,0,0,0,1

2030,imdb,'There are massive levels, massive unlockable characters... it"s just a massive game.',0,0,0,5,0,0,0,1

2031,imdb,Waste your money on this game.,0,1,0,1,0,0,0,1

2032,imdb,This is the kind of money that is wasted properly.,1,1,0,1,0,0,0,1

2033,imdb,'Actually, the graphics were good at the time.',1,0,0,2,0,0,0,1

2034,imdb,Today the graphics are crap.,0,1,0,1,0,0,0,0

2035,imdb,'As they say in Canada, This is the fun game, aye.',1,0,0,3,0,0,0,1

2036,imdb,This game rocks.,0,0,0,1,0,0,0,1

2037,imdb,'Buy it, play it, enjoy it, love it.',2,0,0,4,0,0,0,1

2038,imdb,It"s PURE BRILLIANCE.,2,0,0,1,0,0,0,1

2039,imdb,This was a flick doomed from its conception.,0,1,0,1,0,0,0,0

2040,imdb,'The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.',0,2,0,2,0,0,0,0

2041,imdb,I wasn"t the least bit interested.,0,0,0,1,0,1,0,0

2042,imdb,'Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I"m not exaggerating - every moment, every plot point, every joke is told in the trailer.',0,2,0,4,0,2,0,0

2043,imdb,But it"s just not funny.,0,1,0,1,0,1,0,0

2044,imdb,But even the talented Carrell can"t save this.,1,0,0,1,0,1,0,0

2045,imdb,'His co-stars don"t fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.',2,1,0,4,0,1,0,0

2046,imdb,The story itself is just predictable and lazy.,0,1,0,1,0,0,0,0

2047,imdb,'The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I"ve ever seen.',2,1,0,2,0,0,0,0

2048,imdb,'But whatever it was that cost them so much, it didn"t translate to quality, that"s for sure.',0,0,0,3,0,1,0,0

2049,imdb,'The film succeeds despite, or perhaps because of, an obviously meagre budget.',1,0,0,3,0,0,0,1

2050,imdb,'I"m glad the film didn"t go for the most obvious choice, as a lesser film certainly would have.',1,0,0,2,0,1,0,1

2051,imdb,'In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.',3,0,0,2,0,0,0,1

2052,imdb,It"s hard not to fall head-over-heels in love with that girl.,1,2,0,1,0,1,0,1

2053,imdb,'On the negative, it"s insipid enough to cause regret for another 2 hours of life wasted in front of the screen.',1,3,0,2,0,0,0,0

2054,imdb,'Long, whiny and pointless.',0,2,0,2,0,0,0,0

2055,imdb,'But I recommend waiting for their future efforts, let this one go.',1,0,0,2,0,0,0,0

2056,imdb,'Excellent cast, story line, performances.',1,0,0,3,0,0,0,1

2057,imdb,Totally believable.,1,0,0,1,0,0,0,1

2058,imdb,Anne Heche was utterly convincing.,1,1,0,1,0,0,0,1

2059,imdb,Sam Shepard"s portrayal of a gung ho Marine was sobering.,0,1,0,1,0,0,0,1

2060,imdb,I sat riveted to the TV screen.,0,0,0,1,0,0,0,1

2061,imdb,All in all I give this one a resounding 9 out of 10.,1,0,0,1,0,0,0,1

2062,imdb,I do think Tom Hanks is a good actor.,1,0,0,1,0,0,0,1

2063,imdb,I enjoyed reading this book to my children when they were little.,1,0,1,1,0,0,0,1

2064,imdb,I was very disappointed in the movie.,0,1,0,1,0,0,0,0

2065,imdb,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.,0,1,0,1,0,0,0,0

2066,imdb,There is a totally unnecessary train/roller coaster scene.,0,1,0,1,0,0,0,0

2067,imdb,There was absolutely no warmth or charm to these scenes or characters.,2,0,0,1,0,1,0,0

2068,imdb,This movie totally grates on my nerves.,0,0,0,1,0,0,0,0

2069,imdb,'The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they"re delivering the line well, but whether the line itself is any good.',3,1,0,3,0,2,0,0

2070,imdb,'And, quite honestly, often its not very good.',1,0,0,3,0,1,0,0

2071,imdb,'Often the dialogue doesn"t really follow from one line to another, or fit the surroundings.',0,0,0,2,0,1,0,0

2072,imdb,'It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.',1,3,0,3,0,0,0,0

2073,imdb,There are some generally great things in it.,1,0,0,1,0,0,0,1

2074,imdb,'I wouldn"t say they"re worth 2 hours of your time, though.',1,0,0,2,0,0,0,0

2075,imdb,'The suspense builders were good, & just cross the line from G to PG.',1,0,0,2,0,0,0,1

2076,imdb,'I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.',2,0,0,3,0,0,0,1

2077,imdb,'If you want a movie that"s not gross but gives you some chills, this is a great choice.',1,1,0,2,0,1,0,1

2078,imdb,Alexander Nevsky is a great film.,1,0,0,1,0,0,0,1

2079,imdb,'He is an amazing film artist, one of the most important whoever lived.',2,0,0,2,0,0,0,1

2080,imdb,I"m glad this pretentious piece of s*** didn"t do as planned by the Dodge stratus Big Shots... It"s gonna help movie makers who aren"t in the very restrained "movie business" of Québec.,1,1,0,4,0,2,0,0

2081,imdb,This if the first movie I"ve given a 10 to in years.,0,0,0,1,0,0,0,1

2082,imdb,'If there was ever a movie that needed word-of-mouth to promote, this is it.',0,0,0,2,0,0,0,1

2083,imdb,'Overall, the film is interesting and thought-provoking.',1,0,0,2,0,0,0,1

2084,imdb,'Plus, it was well-paced and suited its relatively short run time.',0,0,0,2,0,0,0,1

2085,imdb,Give this one a look.,0,0,0,1,0,0,0,1

2086,imdb,I gave it a 10,0,0,0,0,0,0,0,1

2087,imdb,The Wind and the Lion is well written and superbly acted.,2,0,0,1,0,0,0,1

2088,imdb,It is a true classic.,1,0,0,1,0,0,0,1

2089,imdb,It actually turned out to be pretty decent as far as B-list horror/suspense films go.,2,0,0,1,0,0,0,1

2090,imdb,Definitely worth checking out.,1,0,0,1,0,0,0,1

2091,imdb,The problem was the script.,0,1,0,1,0,0,0,0

2092,imdb,It was horrendous.,0,1,0,1,0,0,0,0

2093,imdb,There was NOTHING believable about it at all.,1,0,0,1,0,1,0,0

2094,imdb,The only suspense I was feeling was the frustration at just how retarded the girls were.,0,2,0,1,0,0,0,0

2095,imdb,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.,2,1,0,1,0,0,0,1

2096,imdb,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.,0,1,0,1,0,0,0,1

2097,imdb,The cast of veteran actors are more than just a nostalgia trip.,0,0,0,1,0,0,0,1

2098,imdb,Ursula Burton"s portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.,1,1,0,1,0,0,0,1

2099,imdb,'If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of "The Way You Look Tonight"), and an uplifting ending, give this one a try.',3,0,0,4,0,0,0,1

2100,imdb,I don"t think you will be disappointed.,0,1,0,1,0,1,0,1

2101,imdb,'Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.',0,3,0,4,0,0,0,0

2102,imdb,'The acting was bad, the dialogs were extremely shallow and insincere.',0,3,0,2,0,0,0,0

2103,imdb,'It was too predictable, even for a chick flick.',0,0,0,2,0,0,0,0

2104,imdb,Too politically correct.,1,0,0,1,0,0,0,0

2105,imdb,Very disappointing.,0,1,0,1,0,0,0,0

2106,imdb,'The only thing really worth watching was the scenery and the house, because it is beautiful.',2,0,0,2,0,0,0,1

2107,imdb,'I love Lane, but I"ve never seen her in a movie this lousy.',1,1,0,2,0,1,0,0

2108,imdb,An hour and a half I wish I could bring back.,0,0,0,1,0,0,0,0

2109,imdb,But in terms of the writing it"s very fresh and bold.,1,0,0,1,0,0,0,1

2110,imdb,'The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.',2,0,0,2,0,0,0,1

2111,imdb,The directing and the cinematography aren"t quite as good.,1,0,0,1,0,1,0,0

2112,imdb,'The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!',0,1,0,2,1,0,0,0

2113,imdb,'), and sometimes it was so embarrassing that I had to look away.',0,1,0,2,0,0,0,0

2114,imdb,The directing seems too pretentious.,0,1,0,1,0,0,0,0

2115,imdb,The scenes with the "oh-so-mature" neighbour-girl are a misplace.,0,0,0,1,0,0,0,0

2116,imdb,And generally the lines and plot is weaker than the average episode.,0,2,0,1,0,0,0,0

2117,imdb,'Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.',1,3,0,2,0,1,0,0

2118,imdb,Some applause should be given to the "prelude" however.,0,0,0,1,0,0,0,1

2119,imdb,I really liked that.,1,0,0,1,0,0,0,1

2120,imdb,A great film by a great director.,2,0,0,1,0,0,0,1

2121,imdb,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.,0,1,0,1,0,0,0,1

2122,imdb,The music in the film is really nice too.,1,0,0,1,0,0,0,1

2123,imdb,I"d advise anyone to go and see it.,0,0,0,1,0,0,0,1

2124,imdb,Brilliant!,1,0,0,1,1,0,0,1

2125,imdb,10/10,0,0,0,0,0,0,1,1

2126,imdb,I liked this movie way too much.,1,0,0,1,0,0,0,1

2127,imdb,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.,0,1,0,1,0,0,0,0

2128,imdb,It rocked my world and is certainly a must see for anyone with no social or physical outlets.,0,0,0,1,0,1,0,1

2129,imdb,'However, this didn"t make up for the fact that overall, this was a tremendously boring movie.',1,1,0,3,0,1,0,0

2130,imdb,'There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn"t understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.',0,0,0,2,0,1,0,0

2131,imdb,There were several moments in the movie that just didn"t need to be there and were excruciatingly slow moving.,0,2,0,1,0,1,0,0

2132,imdb,This was a poor remake of "My Best Friends Wedding".,1,1,0,1,0,0,0,0

2133,imdb,'All in all, a great disappointment.',1,1,0,2,0,0,0,0

2134,imdb,I cannot believe that the actors agreed to do this "film".,0,0,0,1,0,0,0,0

2135,imdb,I could not stand to even watch it for very long for fear of losing I.Q.,0,2,0,2,0,1,0,0

2136,imdb,I guess that nobody at the network that aired this dribble watched it before putting it on.,0,0,0,1,0,0,0,0

2137,imdb,'IMDB ratings only go as low 1 for awful, it"s time to get some negative numbers in there for cases such as these.',0,2,0,2,0,0,0,0

2138,imdb,I saw "Mirrormask" last night and it was an unsatisfactory experience.,0,1,0,1,0,0,0,0

2139,imdb,'Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.',0,4,1,2,0,0,0,0

2140,imdb,'These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.',0,2,0,2,0,1,0,0

2141,imdb,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.,2,1,0,1,0,0,0,0

2142,imdb,'It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.',1,3,0,2,0,0,0,0

2143,imdb,'You can"t relate with them, hell you barely can understand them.',0,1,0,2,0,1,0,0

2144,imdb,This is definitely a cult classic well worth viewing and sharing with others.,3,0,0,1,0,0,0,1

2145,imdb,'This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.',2,4,0,3,0,0,0,0

2146,imdb,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.,0,1,0,1,0,0,0,0

2147,imdb,'A truly, truly bad film.',0,1,0,2,0,0,0,0

2148,imdb,'The acting is terrible, and the writing is worse.',0,2,0,2,0,0,0,0

2149,imdb,The only possible way this movie could be redeemed would be as MST3K fodder.,0,0,0,1,0,0,0,0

2150,imdb,I paid too much.,0,0,0,1,0,0,0,0

2151,imdb,'Also, it"s a real treat to see Anthony Quinn playing Crazy Horse.',0,1,0,2,0,0,0,1

2152,imdb,It was so BORING!,0,1,0,1,1,0,0,0

2153,imdb,No plot whatsoever!,0,1,0,1,1,1,0,0

2154,imdb,'Again, no plot at all.',0,1,0,2,0,1,0,0

2155,imdb,Horrible!,0,1,0,1,1,0,0,0

2156,imdb,Worst hour and a half of my life!Oh my gosh!,0,1,0,2,2,0,0,0

2157,imdb,I had to walk out of the theatre for a few minutes just to get some relief!,1,0,0,1,1,0,0,0

2158,imdb,I hate movies like that.,1,1,0,1,0,0,0,0

2159,imdb,'Yeah, the movie pretty much sucked.',1,1,0,2,0,0,0,0

2160,imdb,THERE IS NO PLOT OR STORYLINE!!,0,1,0,2,2,1,0,0

2161,imdb,'If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.',0,0,0,2,0,0,0,0

2162,imdb,Awful.,0,1,0,1,0,0,0,0

2163,imdb,I don"t think I"ve ever gone to a movie and disliked it as much.,0,1,0,1,0,1,0,0

2164,imdb,It was a good thing that the tickets only cost five dollars because I would be mad if I"d have paid $7.50 to see this crap.,1,2,0,2,0,0,0,0

2165,imdb,NOBODY identifies with these characters because they"re all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).,0,0,0,1,0,0,0,0

2166,imdb,'This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can"t handle anything but the bold strokes in storytelling....a picture painted with crayons.',1,3,0,11,0,1,0,0

2167,imdb,'Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.',0,5,1,3,0,2,0,0

2168,imdb,'Still, I do like this movie for it"s empowerment of women; there"s not enough movies out there like this one.',4,0,0,2,0,1,0,1
